"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1548835804","Mediapolis Clinic","3"
"1548835804","Great River Medical Center","4"
"1598645541","AFC Urgent Care","3"
"1609729383","Texas Spine and Pain","3"
"1639158595","Southeast Iowa Regional Medical Center","3"
"1639158595","Great River Medical Center","4"
"1700747573","TCP Health Austin","3"
"1760575294","NovaCare Rehabilitation","3"
"1770446908","Highland Family Dentistry","3"
"1770463713","AFC Urgent Care","3"
"1861076473","Henry County Health Center - Wayland Clinic","3"
"1881540573","Eye Savers","3"
"1881547594","AHN Park Cardiothoracic & Vascular Institute","3"
"1902593965","Henry County Health Center-Mediapolis Clinic","3"
"1033681150","Valley Health Family Medicine Inwood","3"
"1053018317","BL3ND TELE PSYCH","3"
"1053712554","Mosaic Pharmacy Service","3"
"1124799416","Greater Than Nursing","5"
"1154271740","BrightSide Care","3"
"1174500078","City of Albertville Ambulance Service","3"
"1235307752","Orion EMS","3"
"1255099826","OnPoint Pharmacy of Manhasset","3"
"1265477889","Haven Dialysis","3"
"1306214002","Morton County Medical Clinic","3"
"1326994021","Dentists of El Monte","3"
"1336939693","Cerebral Spa","3"
"1437245800","George J. Otlowski, Sr.-Center for Mental Health Care","3"
"1437245800","Raritan Bay Mental Health Center","3"
"1477562288","Cattaraugus Territory Health Center","3"
"1487399689","Belly Health Medical NJ","3"
"1528318227","Community Health Rep.","5"
"1528318227","Community Health Services","5"
"1568534717","Wayne County Nursing Home","3"
"1588631980","Wayne County EMS","3"
"1689333072","Blue Ridge Palliative Care Services","3"
"1689602104","MORTON COUNTY HOSPITAL SB","3"
"1700943735","MORTON COUNTY HOSPITAL LTC","3"
"1770213365","H2 Health","3"
"1770213365","H2 Rehabilitation Services of Florida LLC","4"
"1811503907","Abrazo Orthopedic Specialists Arrowhead","3"
"1871449561","Duke Lake Norman Hospital","3"
"1881200970","Abrazo Orthopedic Specialist-Biltmore Terrace","3"
"1891302790","Arizona Sports Medicine Center (ASMC)","3"
"1912853615","Family First Medical Center and Pharmacy","3"
"1932084159","72nd Street Pharmacy","3"
"1932314762","MORTON COUNTY MEDICAL CLINIC","3"
"1942879432","Oasis Counseling ServIces, LLC","3"
"1952117434","Treasure Valley Vision Center","3"
"1962532374","Deerfield Centers for Addictions Treatment","3"
"1003762618","Westminster Modern Dentistry","3"
"1013071281","Binghamton Psychiatric Center","5"
"1013253723","Suburban Dialysis Center","3"
"1023260825","RABY INSTITUTE","3"
"1023964632","JHCP - 10755 FALLS RD STE 360 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1043166655","Sarah Social Adult Day Care","3"
"1083307797","Unity Pharmacy","3"
"1083360382","Fyzical Therapy & Balance Center","3"
"1083887574","CRIT Behavioral Health Services","5"
"1124388541","Manheim Pike Dialysis","3"
"1124973011","CVS Pharmacy #17943","3"
"1144176744","JHCP - 10700 CHARTER DR STE 205 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1164260634","Unity Pharmacy","3"
"1164378980","CLARITY PSYCH CARE","3"
"1174479786","JHCP - 1132 ANNAPOLIS RD STE 106 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1215287941","Lourdes Innova Dialysis","3"
"1215629878","Schuler Family Therapy","3"
"1215629878","Symbiotic Family Therapy","3"
"1225689052","BAKERSFIELD INSTITUTE OF ADVANCED UROLOGY","3"
"1225984826","JHCP - 10710 CHARTER DR STE 100 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1225984834","JHCP - 11085 LITTLE PATUXENT PKWY - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1235085838","JHCP - 10710 CHARTER DR STE 400 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1245710532","Premise Health - Hot Springs","3"
"1255635306","Palo Alto Health Center","3"
"1295157139","Greenville Employee Health and Wellness Center","3"
"1295689818","Bloom Therapy","3"
"1316893936","Wildflower Serenity Wellness, LLC","3"
"1396691911","JHCP - 5215 LOUGHBORO RD NW STE150 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1407291917","Galesville LTC Pharmacy","3"
"1417803016","SOAR MEDICAL GROUP CORP","3"
"1427726637","Lokahi Counseling Center LLC","3"
"1437469335","Plano Health Center","3"
"1447106042","Kuna Modern Dentistry","3"
"1457409674","Los Angeles Cancer Network","3"
"1467307330","CVS Pharmacy #17939","3"
"1467931584","House of Raeford Health & Wellness Center","3"
"1528933884","Schuler Family Therapy","3"
"1528933884","Symbiotic Family Therapy","3"
"1538582051","Eagle Valley Dialysis","3"
"1578260014","Tampa Heart & Vascular Associates LLC","3"
"1578869665","Trans-Care Ambulance","3"
"1588143663","Hurst Boiler Health & Wellness Center","3"
"1588510184","JHCP - 10751 FALLS RD STE 412 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1598264194","Greenpoint Dialysis","3"
"1609414168","Excel Family Medical & Urgent Care","3"
"1619034154","Bronx Psychiatric Center","5"
"1619361136","Jersey City Grand Home Dialysis","3"
"1619823226","JHCP - 5200 EASTERN AVEN 2ND FLOOR - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1659045656","Unity Pharmacy","3"
"1659225837","Lutheran Social Services of the National Capital Area","3"
"1659301992","Inspired Spine Health","3"
"1659301992","Tristate Brain and Spine Institute","3"
"1659878312","theGroupMD","3"
"1679829493","Pocono Home Center","3"
"1689520280","Hill Road Dentists","3"
"1699621201","JHCP - 11085 LITTLE PATUXENT PKWY STE 210 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1710739230","Arrow Pharmacy","3"
"1720210552","Highmark Health Center","3"
"1740312370","Coastal Orthopedics, PA","5"
"1740550870","PRIMARY AMBULANCE LLC","3"
"1740550870","Primary Ambulance","3"
"1770196495","Husqvarna Wellness Center operated by Premise Health","3"
"1821514332","WellBeings Therapy","3"
"1831458660","Jersey City Dialysis","3"
"1841354081","Main Line Foot and Ankle Center","3"
"1841354081","Michael R. Grossman, DPM","4"
"1841354081","Main Line Foot & Ankle Center","5"
"1871308890","Summit Wellness Center","3"
"1902142607","Northtowns Dialysis Center","3"
"1902153539","Bloomsdale Imaging Center","3"
"1902153539","Bloomsdale Rehab","3"
"1922179498","Fall River Valley Health Center","3"
"1922280221","Santa Maria Home Health Agency","3"
"1992701031","Vernon Health Hospital Swing Bed","3"
"1992701031","Vernon Memorial Hospital - Swingbed","3"
"1033417381","Woori Home Care","3"
"1083400980","Top Home Care LLC","4"
"1083560601","Village Medical","3"
"1083560601","Village Medical Diagnostics","5"
"1144182916","One Behavioral","3"
"1164786257","Medical Center EMS","3"
"1225041874","JERRY'S DISCOUNT PHARMACY","3"
"1225041874","Jerry's Pharmacy","3"
"1225984859","JHCP - 2360 W JOPPA RD STE 320 - PROVIDER TYPE: 20 - PHYSICIA","3"
"1336206549","Bronx Psychiatric Center","5"
"1366240483","Right At Home","3"
"1366716508","Stanton County Family Practice Rural Health Clinic","3"
"1407702012","Boston Baby Bodywork and Lactation","3"
"1457563330","Elara Caring","3"
"1497438204","Mind Wellness, LLC","3"
"1558657130","MANOR PLAZA PEDIATRIC AND GENERAL MEDICINE","3"
"1558657130","MINOR PLAZA PEDIATRIC AND GENERAL MEDICINE","3"
"1578419198","Summit Non Emergency Medical Transport","3"
"1588079206","DOD PEARL HARBOR MAKALAPA PHARMACY","3"
"1649087214","Around The Way Care Services","3"
"1649133836","Syborg, Ltd","5"
"1669328324","New Roads Behavioral Health","3"
"1669328324","New Roads LLC","4"
"1699621235","JHCP - 1106 ANNAPOLIS RD PAVILION I, STE 280 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1720853260","Artistic Care Services","3"
"1720853260","HomeCare Lions of Virginia","3"
"1740752021","Eye Center South","3"
"1740752021","Vision Center South","3"
"1750237384","JHCP - 10753 FALLS RD STE 305 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1801742424","Cone Health Virtual Cardiac Rehabilitation","3"
"1821222829","Beacon Bone and Joint Specialists","3"
"1821222829","Beacon Medical Group ENT and Audiology Elkhart","3"
"1821222829","Beacon Medical Group ENT and Audiology South Bend","3"
"1821222829","Beacon Medical Group Hospital Specialties","3"
"1821222829","Beacon Medical Group Infectious Disease","3"
"1821222829","Beacon Medical Group Interventional Radiology and Vascular Specialists","3"
"1821222829","Beacon Medical Group Pulmonology and Critical Care South Bend","3"
"1821222829","Beacon Medical Group Rheumatology Goshen","3"
"1821222829","Beacon Medical Group Specialists Bremen","3"
"1821222829","Beacon Medical Group Specialists Centennial","3"
"1821222829","Beacon Medical Group Specialists Goshen","3"
"1821222829","Beacon Medical Group Specialists Granger","3"
"1821222829","Beacon Medical Group Surgical Services Elkhart","3"
"1851725964","Vitalis Pharmacy","3"
"1881540425","Abrazo Orthopedic Specialists Goodyear","3"
"1891379376","GOOD CHOICE HOME CARE,LLC","3"
"1902456742","Bronxchester Home Training","3"
"1922162197","Buffalo Psychiatric Center","5"
"1992362610","OUR FAMILY MEDICAL CLINIC","3"
"1992394860","Prestera Health Services","5"
"1023194727","Marshfield Clinic/Phillips Center","3"
"1063368611","Purcell Care Center","3"
"1063598639","Marshfield Clinic Menomonie Center, DME","3"
"1083026678","Marshfield Clinic Central Plaza Orthotics/Prosthetics","3"
"1083560635","JHCP - 2112 DUNDALK AVE - PROVIDER TYPE: 11 - PODIATRY","3"
"1083790604","Marshfield Clinic Stratford Center","3"
"1093564676","Abby Care","3"
"1093661639","Thunder Care and Rehabilitation","3"
"1114731551","Abby Care Indiana","3"
"1114873759","JHCP - 6420 ROCKLEDGE DR STE 4100 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1134075781","JHCP - 5450 KNOLL NORTH DR STE 390 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1194671735","Penn Highlands Mon Valley","3"
"1194671735","Penn Highlands Breast Surgery","5"
"1205787322","Paul B Cannon DPM dba Falls Church Foot and Ankle Center, Privia Medical Group, LLC","3"
"1205787322","Falls Church Foot And Ankle Center 104-4","5"
"1205787322","Paul B Cannon DPM, PC","5"
"1235085879","Ballard Nursing Center","3"
"1245485549","Vanderbilt Imaging Services One Hundred Oaks","3"
"1275345035","Six Summits Dentistry Flagstaff","3"
"1285683656","Orthopedic and Fracture Specialists","3"
"1285683656","Orthopedic & Fracture Clinic","5"
"1306792957","JHCP - 5450 KNOLL NORTH DR STE 300 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1356297915","Beach NY Physical Therapy","3"
"1356297998","24th Place","3"
"1356500870","The Mcgrath Pharmacy","3"
"1366331381","Athletic Kinection","3"
"1386590933","JHCP - 5010 REGENCY PL STE 300 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1396817003","Day Treatment","5"
"1437141850","Johnson City Medical Clinic","3"
"1508712118","CAMC PMC General Surgery Beckley","5"
"1528381928","CREEDE FAMILY  PRACTICE OF RIO GRANDE HOSPITAL - MEDICAID ONLY","3"
"1528381928","Creede Family Practice of Rio Grande Hospital","3"
"1538585187","Saint Joseph Foot and Ankle Sports Medicine Institute Plymouth","3"
"1538585187","Saint Joseph Health Center","3"
"1558384552","Keller Fire - Rescue","3"
"1609722263","FootCare Centers","3"
"1649052960","Ignite at The Berman Center","3"
"1669328209","Ada Care Center","3"
"1679426787","Legacy Counseling and Wellness","3"
"1679429211","Arizona Sports Medicine Center (ASMC)","3"
"1679880363","STANTON COUNTY FAMILY PRACTICE","3"
"1699266718","Rio Grande Hospital Clinic at South Fork","3"
"1699266718","Rio Grande Hospital Clinic at South Fork - Medicaid Only","3"
"1699266718","Valley Citizens' Foundation for Health Care Inc","4"
"1699621243","JHCP - 4924 CAMPBELL BLVD STE 110 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1720934375","Penn Highlands Mon Valley","3"
"1720934375","Penn Highlands Oncologic & General Surgery","5"
"1730035387","FootCare Centers","3"
"1740313048","Glenhaven Retirement Village","3"
"1740344647","Buffalo Psychiatric Center","3"
"1750237301","Anam Cara Counseling","3"
"1780530329","JHCP - 6420 ROCKLEDGE DR STE 3100 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1801742457","JHCP - 45 THOMAS JOHNSON DR STE 109 - PROVIDER TYPE: 20 - PHYSCIAN","3"
"1811333768","HOLLY MEDICAL CLINIC","3"
"1841525276","Holly Medical Clinic","3"
"1871114967","Prestige Healthcare Associates","3"
"1932055589","CAMC PMC Primary Care Fayetteville","5"
"1962358507","Abrazo Brain and Spine - Verrado","3"
"1992651533","JHCP - 6420 ROCKLEDGE DR STE 2200 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1013745173","SAVANNA ASSISTED LIVING LLC","3"
"1013745173","Savanna Assisted Living III","3"
"1053114892","Sacred Journey Recovery","3"
"1053114892","Sacred Journey Recovery Solutions LLC","4"
"1114144060","Shandley Kane Dental","3"
"1124977764","WellNet360 Virtual Urgent Care Medical Corp.","3"
"1134075799","JHCP - 6350 STEVENS FOREST RD STE 103 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1154493930","THE MEDICINE SHOPPE","3"
"1164100848","California Dermatology Institute","3"
"1164524039","Patients First Lake Ella","3"
"1235085804","Penn Highlands Mon Valley","3"
"1235085804","Penn Highlands Family Medicine","5"
"1306024641","Aveanna Healthcare","3"
"1306024641","Thrive Skilled Pediatric Care","3"
"1336095900","JHCP - 1106 ANNAPOLIS RD STE 208 - PROVIDER TYPE: 11 - PODIATRY","3"
"1336576875","Good Samaritan Hospital","5"
"1336576875","Palliative Care","5"
"1356297931","Penn Highlands Mon Valley","3"
"1356297931","Penn Highlands Anesthesia","5"
"1386496271","Guardian Home Care of NH","3"
"1427585538","Bayou City Hospice","3"
"1447106000","FootCare Centers","3"
"1447206370","Bridgewater College Student Health Center","3"
"1447206370","Carilion Children's Pediatric Medicine","3"
"1447206370","Carilion Clinic Allergy & Immunology","3"
"1447206370","Carilion Clinic Breast Care","3"
"1447206370","Carilion Clinic Cardiology","3"
"1447206370","Carilion Clinic Cosmetic Center","3"
"1447206370","Carilion Clinic Family Dentistry","3"
"1447206370","Carilion Clinic Family Medicine","3"
"1447206370","Carilion Clinic Gastroenterology","3"
"1447206370","Carilion Clinic General Surgery","3"
"1447206370","Carilion Clinic Gynecology","3"
"1447206370","Carilion Clinic Home Care","3"
"1447206370","Carilion Clinic Interventional Pain Management","3"
"1447206370","Carilion Clinic Midwifery Services","3"
"1447206370","Carilion Clinic Neurology","3"
"1447206370","Carilion Clinic Neurosurgery","3"
"1447206370","Carilion Clinic Obstetrics & Gynecology","3"
"1447206370","Carilion Clinic Orthopedic Surgery","3"
"1447206370","Carilion Clinic Otolaryngology & Audiology","3"
"1447206370","Carilion Clinic Outpatient Therapy","3"
"1447206370","Carilion Clinic Plastic & Reconstructive Surgery","3"
"1447206370","Carilion Clinic Pulmonary Medicine","3"
"1447206370","Carilion Clinic Sports Performance and Rehabilitation","3"
"1447206370","Carilion Clinic Urology","3"
"1447206370","Carilion Clinic Vascular Surgery","3"
"1447206370","Carilion Medical Group","3"
"1447206370","Carilion VelocityCare","3"
"1447206370","Carilion Wellness","3"
"1447206370","Diabetes Management & Prevention Program","3"
"1447206370","Hollins University Student Health Center","3"
"1447206370","Radford University Student Health Center","3"
"1447206370","Carilion Medical Group","4"
"1477174365","The Road To Empowerment","3"
"1508000142","Providence SMMC Urgent Care DME","5"
"1528680238","Carbon Hill Drugs","3"
"1548976889","Equality Health Pharmacy","3"
"1619092087","Aveanna Healthcare","3"
"1619092087","Thrive Skilled Pediatric Care","3"
"1619154747","Aveanna Healthcare","3"
"1619154747","Thrive Skilled Pediatric Care","3"
"1720342025","Aveanna Healthcare","3"
"1720342025","Thrive Skilled Pediatric Care","3"
"1720934383","Penn Highlands Mon Valley","3"
"1720934383","Penn Highlands Family Medicine","5"
"1750237319","JHU - 5530 WISCONSIN AVE STE 1150 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1750237327","Penn Highlands Mon Valley","3"
"1750237327","Penn Highlands Family Medicine","5"
"1861348427","Penn Highlands Mon Valley","3"
"1861348427","Penn Highlands Cardiology","5"
"1902752561","JHCP - 7704 MATAPEAKE BUSINESS DR STE 110 - PROVIDER TYPE: 20 - PHYSICIAN","3"
"1902773682","SPARKids","3"
"1932224573","Aveanna Healthcare","3"
"1932224573","Thrive Skilled Pediatric Care","3"
"1972459535","Jeffexpress Urgent Care","3"
"1013863604","Penn Highlands Mon Valley","3"
"1013863604","Penn Highlands Medical Oncology/Hematology","5"
"1033730239","Goliad Health & Wellness","3"
"1043778160","A Platform to Healthcare","4"
"1083392302","Disruptive Therapy Collective","3"
"1093138612","Roper St. Francis Physician Partners Walk-In Care","3"
"1144981457","WMHO","3"
"1144981457","World Mental & Health Organization","3"
"1184466310","DuPage County Health Department","3"
"1215882212","Thrive Behavioral Health","3"
"1235085820","Bella Health & Wellness","3"
"1235373879","Providence SMMC Nephrology DME","5"
"1245111053","Los Angeles Community Hospital","3"
"1245111053","Los Angeles Community Hospital at Bellflower","3"
"1245111053","Los Angeles Community Hospital at Norwalk","3"
"1316354095","Bella Health & Wellness","3"
"1326282963","Providence SMMC Multi-Specialty DME","5"
"1336095926","Riccobene & Associates Family Dentistry - Myrtle Beach","3"
"1346199510","Southern California Hospital at Culver City","3"
"1366498479","Jaisohn Center","3"
"1366498479","Jaisohn Medical Center","3"
"1417191057","Providence SMMC Urology DME","5"
"1427904002","CAMC PMC Primary Care - Beckley","5"
"1437672102","Sirisha Krishnamurthy DDS","3"
"1497601074","Faro Behavioral Health","5"
"1508715780","Southern California Hospital at Culver City","3"
"1518813195","Penn Highlands Mon Valley","3"
"1518813195","Penn Highlands Radiation Oncology","5"
"1528914116","Kinetic Care","5"
"1538267414","CNSA Neurology","3"
"1598571028","WMHO","3"
"1598571028","World Mental & Health Organization","3"
"1639969058","YourTherapy","5"
"1649159518","DS Family General Dentistry","3"
"1669328258","Riccobene Associates Family Dentistry - Southport Crossings","3"
"1689520264","CAMC PMC ENT Beckley","5"
"1699576769","Melrose-Wakefield Psych Associates","3"
"1699576769","Melrose-Wakefield Psychiatric Associates","3"
"1720096092","St. Anthony Summit Hospital","3"
"1730035320","Bella Health & Wellness","3"
"1740136332","FYZICAL Therapy and Balance Centers","3"
"1760099766","Bella Health and Wellness","3"
"1780766568","MANCHESTER PROFESSIONAL PHARMACY","3"
"1780828327","Providence SMMC Pharmacy DME","5"
"1811130156","Providence SMMC Surgery DME","5"
"1821944315","Gen Collins Behavioral Health","3"
"1821944315","DFAC","4"
"1841162062","Empowerment Circle LLC","3"
"1871737411","Providence SMMC Orthopedic DME","5"
"1902530553","MY CLEAR MIND CLINIC LLC","3"
"1962456194","Kaiser Permanente Mail Order Pharmacy","3"
"1982848057","Providence Chase Medical Complex DME","5"
"1134172000","Conway Medical Center","3"
"1316221500","CMC Orthopaedics","3"
"1316221500","CMC Orthopaedics Grande Dunes","3"
"1316221500","CMC Orthopaedics Socastee","3"
"1316221500","CMC Orthopaedics Surfside Beach","3"
"1316893803","Sentry Wellness","3"
"1376401034","Healing On The Go","3"
"1376915538","Proscript America","3"
"1376915538","Proscript America Pharmacy","5"
"1386034981","Autrey Pharmacy 3","3"
"1427539311","Hilda's Place BHS","3"
"1467308957","Penn Highlands Mon Valley","3"
"1467308957","Penn Highlands Hospitalists","5"
"1497067276","LAKE CARMEL PHARMACY","3"
"1548977242","Diligence Care Plus","3"
"1588900393","AUTREY PHARMACY 2","3"
"1679626428","MEDICAL HEALTH CLINIC SALUD & FAMILIA A PROF CORP","3"
"1699144535","Fry's Prescription Pharmacy","3"
"1699223537","embracia","3"
"1720933468","Abide in Courage","3"
"1760728745","AUTREY PHARMACY 1","3"
"1790497238","Penn Highlands Mon Valley","3"
"1790497238","Penn Highlands Orthopedics and Sports Medicine","5"
"1861348377","Costco Optical #1766","3"
"1881293215","Oregan Change Clinic","3"
"1881548568","First Day Homecare #030","3"
"1902428816","Tri-Star Valley Orthopaedics","3"
"1902428816","Tennessee Valley Orthopaedics, LLC","4"
"1942182837","It Takes Two Pharmacy","3"
"1972459469","Community Medical Services","3"
"1972459469","CMS Vancouver","5"
"1053267583","Elite Rapid Care Surgical","3"
"1073401899","Evergreen Health","3"
"1083560593","HSM HOME","3"
"1124974654","Premier Endocrine and Wellness Clinic","3"
"1144043647","DermCafe","3"
"1316893837","The Practice","3"
"1316893845","Sharp Collective Therapy","3"
"1417501420","Eastern Oregon Cancer Center","3"
"1437945193","Fantastic Cares PNCC","5"
"1437945193","Little Joys Prenatal Care","5"
"1467916874","Restored Connections Family Therapy","3"
"1487457818","TopMedMD LLC","3"
"1518813047","Primary Children's Applied Behavior Analysis Clinic - Riverton","3"
"1548116072","Clay Community Pharmacy combo","3"
"1558123489","KINDRED CARE MEDICAL GROUP","4"
"1609722115","Community Medical Services","3"
"1609722115","CMS Portland on 122nd","5"
"1720934243","Community Medical Services","3"
"1720934243","CMS Portland on Barbur","5"
"1730039843","FREE Counseling Services","3"
"1740990787","CCHCS LLC","3"
"1740990787","CC Health Care Services Inc","5"
"1811451016","Fairfield Universal Therapy","3"
"1841146362","Georgia Recovery Campus Augusta","3"
"1194504985","right at home","4"
"1467308916","Caritas Community Assistance Services","3"
"1467308916","Holy Spirit Catholic Church","3"
"1467308916","Laurel Tree Pastoral Care & Counseling","3"
"1467308916","Pathways Immigration Support and Services","3"
"1619352465","Countercurrent Health","3"
"1649124207","Exerclinic Physical Therapy","3"
"1700698271","Cedarcrest Behavioral Medicine","3"
"1790631240","LivenHouse Health & Metabolic Wellness","3"
"1811843352","Beyond Restored Counseling Group","3"
"1811849516","The Art of Healthcare Home Health Agency","3"
"1013460278","Golden Heart Senior Care (Summerlin)","3"
"1043059454","Eastern Oregon Health & Wellness INC","3"
"1063368546","Caring Senior Service of Houston West","3"
"1104435536","Therapy","3"
"1104435536","Finding Peace of the Poconos LLC","5"
"1205782778","The Giggle Garden","3"
"1295685501","The Listening Space","3"
"1326904293","Growing Expectations","3"
"1366326639","EliteNP Health Education Institute","3"
"1366326639","EliteNP Healthcare","3"
"1396691853","Affective Growth","3"
"1467226779","The PureRx","3"
"1548116924","DAYA Recovery Living Homes","5"
"1609112739","Samaritan Clinic on Patton","3"
"1609762657","DFW Diagnostics and Consulting","3"
"1619086766","Samaritan Clinic","3"
"1730133992","Beebe Medical Group","3"
"1740135458","AKSHAR 2025 LLC","5"
"1740153238","Cornerstone Healthcare","3"
"1750147377","TL Consultants HealthCare Services LLC","4"
"1902818883","Samaritan","3"
"1902818883","Samaritan Healthcare","3"
"1902818883","Samaritan Hospital","3"
"1033000500","unified care agency","5"
"1053279927","Cornerstone","3"
"1053279927","Cornerstone Youth and Family Services","3"
"1063385292","NexGen Wound Care","3"
"1164249934","The Udofia Clinic, PLLC","4"
"1306310016","Fresh Vocational Consulting and Counseling Services","4"
"1336945070","Convenient Care Solutions","3"
"1386503480","Cornerstone","3"
"1386503480","Cornerstone Youth and Family Services","3"
"1497601876","Requiescence Counseling","3"
"1518747112","Foundations Mental & Behavioral Health Services","3"
"1548116932","Flourish Total Health","3"
"1548264427","DCH Post 14 American Legion Ambulance Station 64 Inc","5"
"1578326468","Samantha Shuflin Nutrition & Wellness","3"
"1578326468","Spicerack Health","3"
"1578326468","Mashed Yams LLC","4"
"1578326468","Rooted Health LLC","4"
"1619492782","Vision Tech Optometry Center, Inc.","3"
"1619785920","NC IMMUNOLOGY, PC","3"
"1639184047","Nicktoo Health Care Services, Inc","4"
"1669135810","Inception Counseling Services PLLC","4"
"1669208690","Lowe's Senior Care Sitting Service LLC","3"
"1699479949","Samantha Pirnat","3"
"1699479949","Samantha Pirnat","5"
"1801490149","Senior Helpers of Southwest Texas","3"
"1811843204","Hawaii Play Therapy","3"
"1811847270","Maintain Health with Purpose NP","3"
"1891517728","D'rock Wellness","3"
"1972392512","Chapman's Healing Solutions","4"
"1982177697","LOMA LINDA UNIVERSITY HOSPICE","3"
"1003647587","Island City Medical Center","3"
"1003647587","Island City Urgent Care","3"
"1003647587","Island City Urgent Care & Medical Center","3"
"1003647587","Island City Urgent Care PA","5"
"1003647587","Island City Urgent Care and Medical Center","5"
"1194812446","Gray Pharmacy","3"
"1245103449","Island City Med Center","3"
"1245103449","Island City Urgent Care & Medical Center","3"
"1245103449","Island City Urgent Care PA","3"
"1245103449","Island City Medical Center","5"
"1245103449","Island City Urgent Care","5"
"1306559463","Prompt MedTrans Inc","3"
"1447068473","DNP Psychiatry & Counseling","3"
"1598502262","Connect Chiropractic","3"
"1659121614","Southern Charm Medical & Wellness","3"
"1659121614","Southern Charm Medical & Wellness, LLC","3"
"1699508564","BluArk Skilled In-Home Care","3"
"1942821368","Stark Chiropractic & Sports, PLLC","4"
"1992566335","King's Homecare LLC","3"
"1992566335","King's Nursing and Homecare","3"
